user_id,balance,funding_source_id,amount
59522,0,4439,0
60898,0,4439,0
61141,0,4439,0
62745,0,4439,0
63924,10,4439,10
59759,15,4439,15
59812,15,4439,15
61610,20,4439,20
60088,25,4439,20
60985,25,4439,20
68347,25,4439,20
60042,30,4439,20
60454,30,4439,20
59438,35,4439,20
59629,35,4439,20
59778,35,4439,20
60072,35,4439,20
63402,35,4439,20
63596,35,4439,20
68144,35,4439,20
59328,40,4439,20
59358,40,4439,20
59369,40,4439,20
59390,40,4439,20
59460,40,4439,20
59467,40,4439,20
59594,40,4439,20
59641,40,4439,20
59695,40,4439,20
59737,40,4439,20
59757,40,4439,20
59783,40,4439,20
59960,40,4439,20
59968,40,4439,20
60102,40,4439,20
60299,40,4439,20
60322,40,4439,20
60385,40,4439,20
60390,40,4439,20
60550,40,4439,20
60555,40,4439,20
60647,40,4439,20
60866,40,4439,20
60920,40,4439,20
61044,40,4439,20
61331,40,4439,20
61579,40,4439,20
61687,40,4439,20
61701,40,4439,20
61713,40,4439,20
61816,40,4439,20
61869,40,4439,20
61978,40,4439,20
62119,40,4439,20
62462,40,4439,20
62640,40,4439,20
62681,40,4439,20
62692,40,4439,20
62954,40,4439,20
63042,40,4439,20
63363,40,4439,20
64138,40,4439,20
68143,40,4439,20
59350,45,4439,20
59400,45,4439,20
59439,45,4439,20
59443,45,4439,20
59469,45,4439,20
59509,45,4439,20
59551,45,4439,20
59559,45,4439,20
59625,45,4439,20
59702,45,4439,20
59753,45,4439,20
59762,45,4439,20
59771,45,4439,20
59791,45,4439,20
59820,45,4439,20
59914,45,4439,20
59934,45,4439,20
59938,45,4439,20
60004,45,4439,20
60062,45,4439,20
60080,45,4439,20
60101,45,4439,20
60183,45,4439,20
60187,45,4439,20
60190,45,4439,20
60277,45,4439,20
60284,45,4439,20
60308,45,4439,20
60320,45,4439,20
60417,45,4439,20
60478,45,4439,20
60488,45,4439,20
60617,45,4439,20
60619,45,4439,20
60628,45,4439,20
60665,45,4439,20
60701,45,4439,20
60872,45,4439,20
60917,45,4439,20
60940,45,4439,20
60987,45,4439,20
61082,45,4439,20
61109,45,4439,20
61930,45,4439,20
62031,45,4439,20
62076,45,4439,20
62494,45,4439,20
62578,45,4439,20
62581,45,4439,20
62856,45,4439,20
64576,45,4439,20
64831,45,4439,20
64908,45,4439,20
67125,45,4439,20
59399,50,4439,20
59402,50,4439,20
59432,50,4439,20
59442,50,4439,20
59606,50,4439,20
59648,50,4439,20
59718,50,4439,20
59720,50,4439,20
59745,50,4439,20
59766,50,4439,20
59808,50,4439,20
59862,50,4439,20
59870,50,4439,20
59930,50,4439,20
59946,50,4439,20
59980,50,4439,20
60126,50,4439,20
60146,50,4439,20
60148,50,4439,20
60149,50,4439,20
60156,50,4439,20
60160,50,4439,20
60244,50,4439,20
60306,50,4439,20
60334,50,4439,20
60411,50,4439,20
60448,50,4439,20
60452,50,4439,20
60479,50,4439,20
60633,50,4439,20
60634,50,4439,20
60642,50,4439,20
60645,50,4439,20
60671,50,4439,20
60677,50,4439,20
60704,50,4439,20
60814,50,4439,20
60911,50,4439,20
60951,50,4439,20
60952,50,4439,20
61005,50,4439,20
61038,50,4439,20
61071,50,4439,20
61076,50,4439,20
61084,50,4439,20
61115,50,4439,20
61124,50,4439,20
61198,50,4439,20
61213,50,4439,20
61220,50,4439,20
61250,50,4439,20
61420,50,4439,20
61700,50,4439,20
61709,50,4439,20
61740,50,4439,20
62001,50,4439,20
62026,50,4439,20
62048,50,4439,20
62111,50,4439,20
62125,50,4439,20
62283,50,4439,20
62321,50,4439,20
62449,50,4439,20
62472,50,4439,20
62516,50,4439,20
62585,50,4439,20
62809,50,4439,20
62835,50,4439,20
62875,50,4439,20
62892,50,4439,20
63466,50,4439,20
63856,50,4439,20
63970,50,4439,20
64294,50,4439,20
64584,50,4439,20
66518,50,4439,20
59351,55,4439,20
59370,55,4439,20
59379,55,4439,20
59456,55,4439,20
59501,55,4439,20
59543,55,4439,20
59568,55,4439,20
59624,55,4439,20
59632,55,4439,20
59639,55,4439,20
59658,55,4439,20
59681,55,4439,20
59696,55,4439,20
59701,55,4439,20
59707,55,4439,20
59752,55,4439,20
59763,55,4439,20
59782,55,4439,20
59806,55,4439,20
59836,55,4439,20
59840,55,4439,20
59843,55,4439,20
59850,55,4439,20
59878,55,4439,20
59890,55,4439,20
59902,55,4439,20
59955,55,4439,20
60016,55,4439,20
60035,55,4439,20
60070,55,4439,20
60171,55,4439,20
60274,55,4439,20
60349,55,4439,20
60363,55,4439,20
60376,55,4439,20
60413,55,4439,20
60428,55,4439,20
60435,55,4439,20
60542,55,4439,20
60558,55,4439,20
60559,55,4439,20
60635,55,4439,20
60646,55,4439,20
60681,55,4439,20
60697,55,4439,20
60730,55,4439,20
60738,55,4439,20
60757,55,4439,20
60773,55,4439,20
60782,55,4439,20
60787,55,4439,20
60807,55,4439,20
60907,55,4439,20
61021,55,4439,20
61102,55,4439,20
61104,55,4439,20
61156,55,4439,20
61241,55,4439,20
61245,55,4439,20
61306,55,4439,20
61318,55,4439,20
61328,55,4439,20
61336,55,4439,20
61403,55,4439,20
61601,55,4439,20
61758,55,4439,20
62021,55,4439,20
62035,55,4439,20
62054,55,4439,20
62075,55,4439,20
62355,55,4439,20
62690,55,4439,20
62916,55,4439,20
63130,55,4439,20
63347,55,4439,20
63374,55,4439,20
64605,55,4439,20
64609,55,4439,20
66651,55,4439,20
59327,60,4439,20
59330,60,4439,20
59335,60,4439,20
59340,60,4439,20
59346,60,4439,20
59362,60,4439,20
59380,60,4439,20
59382,60,4439,20
59384,60,4439,20
59385,60,4439,20
59396,60,4439,20
59403,60,4439,20
59429,60,4439,20
59466,60,4439,20
59548,60,4439,20
59554,60,4439,20
59563,60,4439,20
59564,60,4439,20
59576,60,4439,20
59586,60,4439,20
59595,60,4439,20
59598,60,4439,20
59649,60,4439,20
59661,60,4439,20
59692,60,4439,20
59716,60,4439,20
59761,60,4439,20
59764,60,4439,20
59776,60,4439,20
59799,60,4439,20
59834,60,4439,20
59882,60,4439,20
59910,60,4439,20
59973,60,4439,20
60026,60,4439,20
60103,60,4439,20
60138,60,4439,20
60157,60,4439,20
60169,60,4439,20
60182,60,4439,20
60194,60,4439,20
60217,60,4439,20
60259,60,4439,20
60291,60,4439,20
60319,60,4439,20
60325,60,4439,20
60347,60,4439,20
60348,60,4439,20
60373,60,4439,20
60383,60,4439,20
60389,60,4439,20
60408,60,4439,20
60482,60,4439,20
60489,60,4439,20
60568,60,4439,20
60583,60,4439,20
60588,60,4439,20
60590,60,4439,20
60620,60,4439,20
60638,60,4439,20
60659,60,4439,20
60687,60,4439,20
60694,60,4439,20
60736,60,4439,20
60750,60,4439,20
60764,60,4439,20
60779,60,4439,20
60788,60,4439,20
60795,60,4439,20
60806,60,4439,20
60916,60,4439,20
60926,60,4439,20
60961,60,4439,20
60978,60,4439,20
61001,60,4439,20
61037,60,4439,20
61075,60,4439,20
61083,60,4439,20
61085,60,4439,20
61086,60,4439,20
61096,60,4439,20
61176,60,4439,20
61178,60,4439,20
61305,60,4439,20
61329,60,4439,20
61665,60,4439,20
61694,60,4439,20
62037,60,4439,20
62039,60,4439,20
62162,60,4439,20
62443,60,4439,20
62463,60,4439,20
62513,60,4439,20
62662,60,4439,20
62743,60,4439,20
62758,60,4439,20
62774,60,4439,20
62798,60,4439,20
62830,60,4439,20
62842,60,4439,20
62902,60,4439,20
63118,60,4439,20
63132,60,4439,20
63428,60,4439,20
63432,60,4439,20
63918,60,4439,20
64621,60,4439,20
66921,60,4439,20
68181,60,4439,20
59331,65,4439,20
59334,65,4439,20
59338,65,4439,20
59356,65,4439,20
59357,65,4439,20
59365,65,4439,20
59371,65,4439,20
59376,65,4439,20
59378,65,4439,20
59381,65,4439,20
59418,65,4439,20
59422,65,4439,20
59423,65,4439,20
59446,65,4439,20
59492,65,4439,20
59508,65,4439,20
59512,65,4439,20
59520,65,4439,20
59521,65,4439,20
59533,65,4439,20
59535,65,4439,20
59541,65,4439,20
59549,65,4439,20
59557,65,4439,20
59572,65,4439,20
59582,65,4439,20
59583,65,4439,20
59585,65,4439,20
59592,65,4439,20
59608,65,4439,20
59621,65,4439,20
59643,65,4439,20
59650,65,4439,20
59722,65,4439,20
59725,65,4439,20
59727,65,4439,20
59728,65,4439,20
59729,65,4439,20
59734,65,4439,20
59749,65,4439,20
59755,65,4439,20
59760,65,4439,20
59765,65,4439,20
59774,65,4439,20
59779,65,4439,20
59786,65,4439,20
59800,65,4439,20
59803,65,4439,20
59809,65,4439,20
59835,65,4439,20
59842,65,4439,20
59844,65,4439,20
59855,65,4439,20
59872,65,4439,20
59883,65,4439,20
59888,65,4439,20
59893,65,4439,20
59903,65,4439,20
59904,65,4439,20
59909,65,4439,20
59921,65,4439,20
59925,65,4439,20
59929,65,4439,20
59969,65,4439,20
59987,65,4439,20
59992,65,4439,20
60010,65,4439,20
60019,65,4439,20
60022,65,4439,20
60029,65,4439,20
60034,65,4439,20
60037,65,4439,20
60052,65,4439,20
60060,65,4439,20
60067,65,4439,20
60075,65,4439,20
60085,65,4439,20
60099,65,4439,20
60105,65,4439,20
60108,65,4439,20
60111,65,4439,20
60113,65,4439,20
60129,65,4439,20
60135,65,4439,20
60137,65,4439,20
60143,65,4439,20
60147,65,4439,20
60165,65,4439,20
60173,65,4439,20
60207,65,4439,20
60230,65,4439,20
60272,65,4439,20
60295,65,4439,20
60326,65,4439,20
60337,65,4439,20
60341,65,4439,20
60345,65,4439,20
60350,65,4439,20
60353,65,4439,20
60354,65,4439,20
60356,65,4439,20
60364,65,4439,20
60386,65,4439,20
60387,65,4439,20
60397,65,4439,20
60418,65,4439,20
60464,65,4439,20
60483,65,4439,20
60485,65,4439,20
60487,65,4439,20
60501,65,4439,20
60504,65,4439,20
60508,65,4439,20
60518,65,4439,20
60534,65,4439,20
60544,65,4439,20
60548,65,4439,20
60577,65,4439,20
60579,65,4439,20
60580,65,4439,20
60609,65,4439,20
60630,65,4439,20
60636,65,4439,20
60641,65,4439,20
60643,65,4439,20
60644,65,4439,20
60648,65,4439,20
60651,65,4439,20
60652,65,4439,20
60657,65,4439,20
60661,65,4439,20
60673,65,4439,20
60674,65,4439,20
60691,65,4439,20
60699,65,4439,20
60706,65,4439,20
60708,65,4439,20
60711,65,4439,20
60712,65,4439,20
60717,65,4439,20
60718,65,4439,20
60724,65,4439,20
60725,65,4439,20
60728,65,4439,20
60747,65,4439,20
60749,65,4439,20
60755,65,4439,20
60772,65,4439,20
60781,65,4439,20
60805,65,4439,20
60811,65,4439,20
60813,65,4439,20
60823,65,4439,20
60826,65,4439,20
60855,65,4439,20
60856,65,4439,20
60858,65,4439,20
60865,65,4439,20
60869,65,4439,20
60879,65,4439,20
60890,65,4439,20
60892,65,4439,20
60893,65,4439,20
60904,65,4439,20
60919,65,4439,20
60950,65,4439,20
60958,65,4439,20
60979,65,4439,20
60988,65,4439,20
60992,65,4439,20
61002,65,4439,20
61003,65,4439,20
61004,65,4439,20
61007,65,4439,20
61039,65,4439,20
61051,65,4439,20
61072,65,4439,20
61097,65,4439,20
61111,65,4439,20
61118,65,4439,20
61130,65,4439,20
61221,65,4439,20
61242,65,4439,20
61246,65,4439,20
61247,65,4439,20
61273,65,4439,20
61312,65,4439,20
61330,65,4439,20
61334,65,4439,20
61369,65,4439,20
61463,65,4439,20
61565,65,4439,20
61602,65,4439,20
61618,65,4439,20
61639,65,4439,20
61644,65,4439,20
61671,65,4439,20
61690,65,4439,20
61704,65,4439,20
61710,65,4439,20
61715,65,4439,20
61822,65,4439,20
61837,65,4439,20
61844,65,4439,20
61860,65,4439,20
61870,65,4439,20
61989,65,4439,20
61992,65,4439,20
61994,65,4439,20
62034,65,4439,20
62047,65,4439,20
62056,65,4439,20
62347,65,4439,20
62428,65,4439,20
62432,65,4439,20
62444,65,4439,20
62446,65,4439,20
62448,65,4439,20
62454,65,4439,20
62497,65,4439,20
62520,65,4439,20
62547,65,4439,20
62571,65,4439,20
62646,65,4439,20
62649,65,4439,20
62663,65,4439,20
62727,65,4439,20
62736,65,4439,20
62747,65,4439,20
62756,65,4439,20
62795,65,4439,20
62802,65,4439,20
62807,65,4439,20
62813,65,4439,20
62868,65,4439,20
62879,65,4439,20
62883,65,4439,20
62890,65,4439,20
62919,65,4439,20
63084,65,4439,20
63112,65,4439,20
63125,65,4439,20
63328,65,4439,20
63335,65,4439,20
63381,65,4439,20
63398,65,4439,20
63407,65,4439,20
63415,65,4439,20
63456,65,4439,20
63502,65,4439,20
64074,65,4439,20
64530,65,4439,20
64610,65,4439,20
64611,65,4439,20
64644,65,4439,20
64657,65,4439,20
64658,65,4439,20
64723,65,4439,20
64747,65,4439,20
64868,65,4439,20
65076,65,4439,20
65194,65,4439,20
65204,65,4439,20
67240,65,4439,20
67490,65,4439,20
67521,65,4439,20
67638,65,4439,20
68217,65,4439,20
68424,65,4439,20
68940,65,4439,20
59394,70,4439,20
59428,70,4439,20
59465,70,4439,20
59524,70,4439,20
59531,70,4439,20
59688,70,4439,20
59694,70,4439,20
59713,70,4439,20
59772,70,4439,20
59777,70,4439,20
59822,70,4439,20
59831,70,4439,20
59845,70,4439,20
59948,70,4439,20
59961,70,4439,20
59983,70,4439,20
59986,70,4439,20
59999,70,4439,20
60003,70,4439,20
60050,70,4439,20
60059,70,4439,20
60086,70,4439,20
60127,70,4439,20
60388,70,4439,20
60427,70,4439,20
60551,70,4439,20
60561,70,4439,20
60582,70,4439,20
60591,70,4439,20
60597,70,4439,20
60735,70,4439,20
60763,70,4439,20
60767,70,4439,20
60777,70,4439,20
61108,70,4439,20
61226,70,4439,20
61538,70,4439,20
61910,70,4439,20
62452,70,4439,20
62487,70,4439,20
62553,70,4439,20
62570,70,4439,20
62592,70,4439,20
62738,70,4439,20
62741,70,4439,20
62760,70,4439,20
62786,70,4439,20
62796,70,4439,20
62797,70,4439,20
62800,70,4439,20
62833,70,4439,20
63119,70,4439,20
63136,70,4439,20
64580,70,4439,20
64589,70,4439,20
67621,70,4439,20
67787,70,4439,20
59383,75,4439,20
59404,75,4439,20
59479,75,4439,20
59515,75,4439,20
59668,75,4439,20
59807,75,4439,20
59875,75,4439,20
59936,75,4439,20
59944,75,4439,20
59988,75,4439,20
59993,75,4439,20
60009,75,4439,20
60051,75,4439,20
60104,75,4439,20
60268,75,4439,20
60307,75,4439,20
60398,75,4439,20
60503,75,4439,20
60511,75,4439,20
60570,75,4439,20
60600,75,4439,20
60618,75,4439,20
60886,75,4439,20
60895,75,4439,20
60942,75,4439,20
60959,75,4439,20
61142,75,4439,20
61186,75,4439,20
62771,75,4439,20
62832,75,4439,20
62837,75,4439,20
63124,75,4439,20
63322,75,4439,20
63917,75,4439,20
63994,75,4439,20
64556,75,4439,20
64558,75,4439,20
68145,75,4439,20
59326,80,4439,20
59332,80,4439,20
59487,80,4439,20
59530,80,4439,20
59651,80,4439,20
59847,80,4439,20
59856,80,4439,20
59905,80,4439,20
60021,80,4439,20
60046,80,4439,20
60097,80,4439,20
60204,80,4439,20
60264,80,4439,20
60407,80,4439,20
60491,80,4439,20
60497,80,4439,20
60592,80,4439,20
60662,80,4439,20
60702,80,4439,20
60743,80,4439,20
60746,80,4439,20
60748,80,4439,20
60762,80,4439,20
60785,80,4439,20
60844,80,4439,20
60868,80,4439,20
60871,80,4439,20
60874,80,4439,20
61000,80,4439,20
61081,80,4439,20
61094,80,4439,20
61095,80,4439,20
61100,80,4439,20
61552,80,4439,20
62386,80,4439,20
62493,80,4439,20
62505,80,4439,20
62761,80,4439,20
62834,80,4439,20
62880,80,4439,20
63315,80,4439,20
63327,80,4439,20
63376,80,4439,20
63470,80,4439,20
63516,80,4439,20
63577,80,4439,20
63916,80,4439,20
64045,80,4439,20
64655,80,4439,20
64659,80,4439,20
64693,80,4439,20
67737,80,4439,20
68501,80,4439,20
59339,85,4439,20
59372,85,4439,20
59375,85,4439,20
59401,85,4439,20
59461,85,4439,20
59490,85,4439,20
59555,85,4439,20
59580,85,4439,20
59627,85,4439,20
59709,85,4439,20
59714,85,4439,20
59735,85,4439,20
59769,85,4439,20
59837,85,4439,20
59865,85,4439,20
59879,85,4439,20
59891,85,4439,20
59894,85,4439,20
59899,85,4439,20
59915,85,4439,20
59924,85,4439,20
60054,85,4439,20
60065,85,4439,20
60066,85,4439,20
60078,85,4439,20
60084,85,4439,20
60092,85,4439,20
60132,85,4439,20
60152,85,4439,20
60153,85,4439,20
60159,85,4439,20
60163,85,4439,20
60175,85,4439,20
60212,85,4439,20
60223,85,4439,20
60227,85,4439,20
60228,85,4439,20
60256,85,4439,20
60282,85,4439,20
60283,85,4439,20
60336,85,4439,20
60378,85,4439,20
60380,85,4439,20
60404,85,4439,20
60496,85,4439,20
60553,85,4439,20
60562,85,4439,20
60563,85,4439,20
60571,85,4439,20
60572,85,4439,20
60593,85,4439,20
60625,85,4439,20
60626,85,4439,20
60649,85,4439,20
60658,85,4439,20
60666,85,4439,20
60667,85,4439,20
60668,85,4439,20
60669,85,4439,20
60670,85,4439,20
60675,85,4439,20
60720,85,4439,20
60740,85,4439,20
60753,85,4439,20
60760,85,4439,20
60796,85,4439,20
60798,85,4439,20
60816,85,4439,20
60820,85,4439,20
60836,85,4439,20
60843,85,4439,20
60846,85,4439,20
60852,85,4439,20
60859,85,4439,20
60862,85,4439,20
60870,85,4439,20
60887,85,4439,20
60908,85,4439,20
60909,85,4439,20
60948,85,4439,20
61079,85,4439,20
61113,85,4439,20
61182,85,4439,20
61191,85,4439,20
61300,85,4439,20
61311,85,4439,20
61342,85,4439,20
61387,85,4439,20
61393,85,4439,20
61412,85,4439,20
61460,85,4439,20
61708,85,4439,20
61894,85,4439,20
62005,85,4439,20
62049,85,4439,20
62093,85,4439,20
62173,85,4439,20
62453,85,4439,20
62488,85,4439,20
62501,85,4439,20
62512,85,4439,20
62537,85,4439,20
62552,85,4439,20
62593,85,4439,20
62650,85,4439,20
62762,85,4439,20
62772,85,4439,20
62877,85,4439,20
62989,85,4439,20
63082,85,4439,20
63127,85,4439,20
63329,85,4439,20
63352,85,4439,20
63361,85,4439,20
63492,85,4439,20
63588,85,4439,20
63915,85,4439,20
63988,85,4439,20
64024,85,4439,20
64537,85,4439,20
64543,85,4439,20
64623,85,4439,20
64786,85,4439,20
64879,85,4439,20
65208,85,4439,20
65551,85,4439,20
65823,85,4439,20
66555,85,4439,20
66909,85,4439,20
67124,85,4439,20
67576,85,4439,20
67738,85,4439,20
67748,85,4439,20
67788,85,4439,20
67805,85,4439,20
67857,85,4439,20
67878,85,4439,20
67894,85,4439,20
68215,85,4439,20
68364,85,4439,20
68371,85,4439,20
68568,85,4439,20
68740,85,4439,20
59417,90,4439,20
59441,90,4439,20
59448,90,4439,20
59458,90,4439,20
59495,90,4439,20
60073,90,4439,20
60273,90,4439,20
60329,90,4439,20
60693,90,4439,20
60824,90,4439,20
60913,90,4439,20
61438,90,4439,20
64613,90,4439,20
59860,95,4439,20
60881,95,4439,20
60017,100,4439,20
59445,105,4439,20
59485,105,4439,20
59518,105,4439,20
59547,105,4439,20
60311,105,4439,20
61154,105,4439,20
61733,105,4439,20
64560,105,4439,20
59425,110,4439,20
59437,110,4439,20
59494,110,4439,20
59502,110,4439,20
60023,110,4439,20
60058,110,4439,20
60384,110,4439,20
60851,110,4439,20
62920,110,4439,20
62815,115,4439,20
59478,120,4439,20
59463,125,4439,20
59556,125,4439,20
59602,125,4439,20
59491,135,4439,20
59496,135,4439,20
59511,135,4439,20
59552,135,4439,20